project,feature_selection,metrics_configuration,precision_mean,precision_max,recall_mean,recall_max,f1_measure_mean,f1_measure_max,auc_roc_mean,auc_roc_max,brier_score_mean,brier_score_max,original_num_files_per_version,original_num_defective_files_per_version,original_training_num_files,original_testing_num_files,original_training_num_defective_files,original_testing_num_defective_files,num_training_files,num_testing_files,num_training_defective_files,num_testing_defective_files
cayenne,chi2_50p,Traditional,0.08158664801872725,0.10718789407313996,0.6402439024390244,0.8048780487804879,0.14309453804744435,0.17763845350052246,0.6572802802550975,0.7305343463439792,0.32706580900544285,0.570509648688768,16954,1309,66070,18700,66070,695,71505,20210,7400,820
cayenne,chi2_50p,Traditional + Designite,0.0918640321952778,0.13953488372093026,0.6151724137931034,0.8068965517241379,0.15827963492760616,0.22489959839357426,0.6462264239192713,0.7345774721998106,0.32563025210084034,0.5235940530058177,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,chi2_50p,Traditional + Designite + Fowler,0.14727400768912846,0.22058823529411764,0.42747252747252745,0.7252747252747253,0.2123409966249734,0.26431718061674003,0.5800560884898235,0.6416294548824669,0.2950199203187251,0.4382470119521912,16954,1309,66070,18700,66070,695,18605,5020,2850,455
cayenne,chi2_50p,Traditional + Fowler,0.14208259781043214,0.20555555555555555,0.581,0.82,0.2199980922433462,0.2685851318944845,0.6416503067484663,0.7016871165644172,0.3063390313390314,0.448005698005698,16954,1309,66070,18700,66070,695,26000,7020,3365,500
cayenne,f_classif_20,Designite,0.10884353741496597,0.10884353741496597,0.6620689655172413,0.6620689655172414,0.18695228821811105,0.18695228821811105,0.6977689690251517,0.6977689690251517,0.2698771816418875,0.2698771816418875,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,f_classif_20,Designite + Fowler,0.11991878208091747,0.1254180602006689,0.7968421052631579,0.8631578947368421,0.20845035125440098,0.21779548472775567,0.7762037187116494,0.8048741519438721,0.24277871621621624,0.2487331081081081,16954,1309,66070,18700,66070,695,42475,11840,3045,475
cayenne,f_classif_20,Fowler,0.11316892986360268,0.1134020618556701,0.7403846153846153,0.7403846153846154,0.19632867218195568,0.1966794380587484,0.7545541321461215,0.7548224341775511,0.2323626981201621,0.2325838555105049,16954,1309,66070,18700,66070,695,48820,13565,3625,520
cayenne,f_classif_20,Traditional,0.07704505743045811,0.11558441558441558,0.6359756097560977,0.8048780487804879,0.13611581115213206,0.1905781584582441,0.6420465980704161,0.7258094441439515,0.35237506185056905,0.5677882236516576,16954,1309,66070,18700,66070,695,71505,20210,7400,820
cayenne,f_classif_20,Traditional + Designite,0.09045627042309054,0.12661870503597122,0.6606896551724137,0.8413793103448276,0.15800555458579346,0.2095238095238096,0.6560315010348335,0.7319816185498298,0.3481900452488689,0.5597931480284422,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,f_classif_20,Traditional + Designite + Fowler,0.15110751143701187,0.20253164556962025,0.4879120879120878,0.8241758241758241,0.2263396040985285,0.29268292682926833,0.6073185850294285,0.6629093797768496,0.2949203187250996,0.4691235059760957,16954,1309,66070,18700,66070,695,18605,5020,2850,455
cayenne,f_classif_20,Traditional + Fowler,0.12836748516960894,0.204,0.5599999999999999,0.85,0.2043833931485784,0.2914285714285714,0.6378220858895706,0.7239263803680982,0.29544159544159543,0.462962962962963,16954,1309,66070,18700,66070,695,26000,7020,3365,500
cayenne,f_classif_50,Designite,0.10069855792283508,0.1130952380952381,0.6524137931034482,0.9103448275862068,0.17315135923381536,0.1928934010152284,0.6708830579623718,0.7012722021491797,0.3123787976729153,0.7420814479638009,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,f_classif_50,Designite + Fowler,0.1107154718703967,0.12622950819672132,0.7642105263157896,0.8631578947368421,0.19335133846328814,0.2184397163120568,0.7535526894667377,0.7880172274063952,0.25625000000000003,0.2858952702702703,16954,1309,66070,18700,66070,695,42475,11840,3045,475
cayenne,f_classif_50,Fowler,0.11310625487128192,0.11475409836065575,0.7326923076923075,0.7403846153846154,0.19596049474202695,0.19870967741935489,0.7518386797181356,0.7563555886428633,0.2304828603022484,0.2325838555105049,16954,1309,66070,18700,66070,695,48820,13565,3625,520
cayenne,f_classif_50,Traditional,0.07979618064214226,0.10365853658536583,0.6378048780487805,0.8231707317073171,0.14055151988011622,0.17276422764227642,0.6501427690914351,0.7329306029006655,0.33852053438891644,0.6024245423057892,16954,1309,66070,18700,66070,695,71505,20210,7400,820
cayenne,f_classif_50,Traditional + Designite,0.09006032113177267,0.13721804511278196,0.6137931034482758,0.8206896551724138,0.15532721916551973,0.21565731166912847,0.6443668806491972,0.7299996492089662,0.32792501616031033,0.4734970911441501,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,f_classif_50,Traditional + Designite + Fowler,0.1336666764824537,0.1897810218978102,0.38901098901098896,0.7582417582417582,0.1902610036483809,0.2564102564102564,0.5691495251736216,0.647214231551581,0.2833665338645418,0.5308764940239044,16954,1309,66070,18700,66070,695,18605,5020,2850,455
cayenne,f_classif_50,Traditional + Fowler,0.13846321583300686,0.1927083333333333,0.563,0.85,0.2147495110094877,0.2620087336244541,0.6355260736196321,0.7013036809815952,0.30227920227920224,0.4266381766381767,16954,1309,66070,18700,66070,695,26000,7020,3365,500
cayenne,mutual_info_classif_20p,Designite,0.12202573145894392,0.12219959266802445,0.4137931034482759,0.4137931034482759,0.1884719054530375,0.18867924528301885,0.6337022485705266,0.6338209328702891,0.16700064641241116,0.16709760827407885,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,mutual_info_classif_20p,Designite + Fowler,0.11963883063329415,0.125,0.7894736842105263,0.8631578947368421,0.2077791731620378,0.21779548472775567,0.7733554078773706,0.8048741519438721,0.2414695945945946,0.2487331081081081,16954,1309,66070,18700,66070,695,42475,11840,3045,475
cayenne,mutual_info_classif_20p,Fowler,0.14772727272727273,0.14772727272727273,0.5,0.5,0.2280701754385965,0.2280701754385965,0.6925067075507857,0.6925067075507857,0.12974566900110582,0.1297456690011058,16954,1309,66070,18700,66070,695,48820,13565,3625,520
cayenne,mutual_info_classif_20p,Traditional,0.08014923850969266,0.11443433029908973,0.6231707317073172,0.7987804878048781,0.14052501740347645,0.18863879957127544,0.6507034679681505,0.7261962414621568,0.32399802078179113,0.5210291934685799,16954,1309,66070,18700,66070,695,71505,20210,7400,820
cayenne,mutual_info_classif_20p,Traditional + Designite,0.09121393754906568,0.12976022566995768,0.6482758620689655,0.8068965517241379,0.158901580417974,0.21545667447306788,0.6579629564668328,0.7227090422235475,0.33325791855203624,0.4589528118939883,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,mutual_info_classif_20p,Traditional + Designite + Fowler,0.14256342594213334,0.17475728155339804,0.5131868131868131,0.8241758241758241,0.21815329134315026,0.2476547842401501,0.6013360133842063,0.6656476054066416,0.3264940239043825,0.4641434262948207,16954,1309,66070,18700,66070,695,18605,5020,2850,455
cayenne,mutual_info_classif_20p,Traditional + Fowler,0.12234905998826273,0.17355371900826447,0.537,0.91,0.19567343032650916,0.2591362126245847,0.6339907975460123,0.7274233128834355,0.2828347578347578,0.5042735042735043,16954,1309,66070,18700,66070,695,26000,7020,3365,500
cayenne,mutual_info_classif_50p,Designite,0.1072820379743947,0.10884353741496597,0.643448275862069,0.6620689655172414,0.18386101521697398,0.18695228821811105,0.6902219337940388,0.6977689690251517,0.26738849385908203,0.2705235940530058,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,mutual_info_classif_50p,Designite + Fowler,0.11399228720969405,0.1309328968903437,0.7863157894736841,0.8421052631578947,0.1990602768993379,0.22662889518413604,0.7649792761710699,0.8042466482969413,0.25464527027027023,0.27533783783783783,16954,1309,66070,18700,66070,695,42475,11840,3045,475
cayenne,mutual_info_classif_50p,Fowler,0.11371535718334065,0.1144578313253012,0.733653846153846,0.7403846153846154,0.19690757372670206,0.1981981981981982,0.7528560530117641,0.7559723000265354,0.2294139329155916,0.2325838555105049,16954,1309,66070,18700,66070,695,48820,13565,3625,520
cayenne,mutual_info_classif_50p,Traditional,0.0783664915173287,0.11515151515151514,0.6359756097560976,0.8536585365853658,0.13850732191706153,0.19211324570273008,0.6483900740889823,0.7291758386897946,0.3402028698664027,0.5064324591786245,16954,1309,66070,18700,66070,695,71505,20210,7400,820
cayenne,mutual_info_classif_50p,Traditional + Designite,0.08665659659014595,0.11987381703470032,0.6199999999999999,0.8068965517241379,0.1503368479983577,0.19512195121951206,0.6354832146490336,0.7040013563919973,0.35048480930833864,0.6263736263736264,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,mutual_info_classif_50p,Traditional + Designite + Fowler,0.15581954570134465,0.2303030303030303,0.4978021978021977,0.7582417582417582,0.228153174525396,0.2968750000000001,0.6090872982439248,0.6901833106652384,0.29980079681274896,0.4292828685258964,16954,1309,66070,18700,66070,695,18605,5020,2850,455
cayenne,mutual_info_classif_50p,Traditional + Fowler,0.13680508943484246,0.1976284584980237,0.535,0.91,0.2104319401814409,0.28328611898017,0.6248619631901839,0.6862116564417179,0.2980769230769231,0.5056980056980057,16954,1309,66070,18700,66070,695,26000,7020,3365,500
cayenne,recursive_elimination,Designite,0.10051195285029103,0.11059371362048892,0.6531034482758622,0.9034482758620692,0.1729323150848215,0.1892430278884462,0.6709905169490535,0.6980507711556225,0.3127989657401421,0.7365869424692955,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,recursive_elimination,Designite + Fowler,0.11235712340652844,0.12436974789915968,0.7305263157894737,0.8105263157894737,0.1947357853398664,0.21449275362318845,0.7446076365572973,0.7748674369601963,0.2424408783783784,0.25802364864864863,16954,1309,66070,18700,66070,695,42475,11840,3045,475
cayenne,recursive_elimination,Fowler,0.11270340494088035,0.11594202898550725,0.7586538461538461,0.8461538461538461,0.1962205976543545,0.20151133501259447,0.7603158077070495,0.7916089276763865,0.23814964983413195,0.2587541467010689,16954,1309,66070,18700,66070,695,48820,13565,3625,520
cayenne,recursive_elimination,Traditional,0.08370599489936205,0.11731843575418995,0.6371951219512196,0.8231707317073171,0.1463861100451523,0.19090909090909086,0.6612226254418294,0.7353881809834086,0.31669965363681346,0.4408708560118753,16954,1309,66070,18700,66070,695,71505,20210,7400,820
cayenne,recursive_elimination,Traditional + Designite,0.11014949256565497,0.15721649484536082,0.5255172413793103,0.7862068965517242,0.1789346501229992,0.2288930581613508,0.6520770337110183,0.732370996597327,0.2332255979314803,0.3293471234647705,16954,1309,66070,18700,66070,695,54820,15470,5850,725
cayenne,recursive_elimination,Traditional + Designite + Fowler,0.15099833807955906,0.21910112359550565,0.45494505494505505,0.7912087912087912,0.2165924572334856,0.2899628252788104,0.5901778943947621,0.6546405401827088,0.2991035856573705,0.4900398406374502,16954,1309,66070,18700,66070,695,18605,5020,2850,455
cayenne,recursive_elimination,Traditional + Fowler,0.14224420043733288,0.2124352331606217,0.5529999999999999,0.8,0.2189923168064353,0.2798634812286689,0.6393834355828222,0.7220858895705522,0.2865384615384615,0.39601139601139596,16954,1309,66070,18700,66070,695,26000,7020,3365,500
cocoon,all,Designite,0.0063908149000852146,0.007042253521126761,0.1555555555555556,0.5555555555555556,0.012090198304284941,0.01324503311258278,0.5216637655932697,0.5248767043806208,0.1150845253576073,0.517555266579974,10239,32,38230,12965,38230,30,34955,11535,140,45
cocoon,all,Designite + Fowler,0.00036630036630036635,0.003663003663003664,0.0125,0.125,0.0007117437722419928,0.007117437722419929,0.49131900878293605,0.4965495608531995,0.034644194756554315,0.17415730337078653,10239,32,38230,12965,38230,30,24565,8010,85,40
cocoon,all,Fowler,0.0009016592775501805,0.0057803468208092465,0.0375,0.25,0.0017608583293232817,0.011299435028248588,0.4749901263823064,0.5344260136914165,0.09119035133717883,0.18353434714210806,10239,32,38230,12965,38230,30,29300,9535,155,40
cocoon,all,Traditional,0.0008771929824561403,0.008771929824561403,0.04444444444444444,0.4444444444444444,0.0017204301075268815,0.017204301075268817,0.4883390153598006,0.6476593716778475,0.07039473684210526,0.15032894736842106,10239,32,38230,12965,38230,30,45695,15200,260,45
cocoon,all,Traditional + Designite,0.00029732408325074334,0.0029732408325074326,0.03333333333333333,0.3333333333333333,0.0005893909626719058,0.005893909626719057,0.48557441253263706,0.5,0.0657130472475076,0.4386649328131773,10239,32,38230,12965,38230,30,34955,11535,140,45
cocoon,all,Traditional + Designite + Fowler,0.002941176470588236,0.029411764705882363,0.02,0.2,0.005128205128205128,0.05128205128205128,0.5016287015945331,0.5812072892938496,0.022197055492638732,0.05889014722536806,10239,32,38230,12965,38230,30,13080,4415,80,25
cocoon,all,Traditional + Fowler,0.0,0.0,0.0,0.0,0.0,0.0,0.4875607779578607,0.5,0.0288135593220339,0.07909604519774012,10239,32,38230,12965,38230,30,18605,6195,145,25
cocoon,chi2_20p,Designite,0.00342811762370122,0.0034965034965034965,0.11111111111111112,0.1111111111111111,0.006650722678589996,0.006779661016949152,0.4921961125616478,0.4935451116913258,0.12969224100563506,0.14044213263979194,10239,32,38230,12965,38230,30,34955,11535,140,45
cocoon,chi2_20p,Designite + Fowler,0.0006802721088435374,0.003401360544217687,0.025,0.125,0.001324503311258278,0.00662251655629139,0.4422365119196989,0.4705928481806776,0.14469413233458178,0.18726591760299627,10239,32,38230,12965,38230,30,24565,8010,85,40
cocoon,chi2_20p,Fowler,0.004016695904663963,0.004098360655737704,0.125,0.125,0.00778289810547875,0.007936507936507936,0.4970971563981044,0.4985189573459716,0.13392763502884109,0.14525432616675407,10239,32,38230,12965,38230,30,29300,9535,155,40
cocoon,chi2_20p,Traditional,0.004435996150282513,0.009861932938856016,0.2888888888888889,1.0,0.008612825919630376,0.01937984496124031,0.5477931742365922,0.6949668242970783,0.1948355263157895,0.9970394736842104,10239,32,38230,12965,38230,30,45695,15200,260,45
cocoon,chi2_20p,Traditional + Designite,0.0007263922518159808,0.007263922518159807,0.03333333333333333,0.3333333333333333,0.0014218009478672987,0.014218009478672987,0.4937119234116623,0.5774586597040905,0.049501517121803215,0.18032076289553534,10239,32,38230,12965,38230,30,34955,11535,140,45
cocoon,chi2_20p,Traditional + Designite + Fowler,0.005432083190236221,0.037037037037037035,0.06000000000000001,0.2,0.00954313543599258,0.0625,0.5039749430523919,0.5851936218678815,0.057078142695356736,0.2197055492638732,10239,32,38230,12965,38230,30,13080,4415,80,25
cocoon,chi2_20p,Traditional + Fowler,0.0004310344827586207,0.004310344827586207,0.02,0.2,0.0008438818565400843,0.008438818565400843,0.4777066450567261,0.5064019448946515,0.0682808716707022,0.1896690879741728,10239,32,38230,12965,38230,30,18605,6195,145,25
cocoon,chi2_50p,Designite,0.012225133058727824,0.012578616352201259,0.4444444444444445,0.4444444444444444,0.02379221256560385,0.024464831804281342,0.6513997679141282,0.6539019437191761,0.14325964456003468,0.18292154312960554,10239,32,38230,12965,38230,30,34955,11535,140,45
cocoon,chi2_50p,Designite + Fowler,0.007105576392000626,0.007547169811320755,0.4,0.5,0.013961123858249273,0.01486988847583643,0.5600376411543286,0.5850062735257213,0.2815230961298377,0.3314606741573033,10239,32,38230,12965,38230,30,24565,8010,85,40
cocoon,chi2_50p,Fowler,0.0070187982315991475,0.007936507936507936,0.3625,0.5,0.0137470144272159,0.015625,0.5739303580832018,0.6183517640863613,0.21641321447299428,0.26428945988463554,10239,32,38230,12965,38230,30,29300,9535,155,40
cocoon,chi2_50p,Traditional,0.001972591835914235,0.009398496240601505,0.13333333333333336,0.5555555555555556,0.0038848489441990985,0.01848428835489833,0.5211041460464093,0.690842772828916,0.09342105263157892,0.2697368421052632,10239,32,38230,12965,38230,30,45695,15200,260,45
cocoon,chi2_50p,Traditional + Designite,0.0003194888178913738,0.003194888178913738,0.01111111111111111,0.1111111111111111,0.0006211180124223603,0.006211180124223602,0.4933492892370177,0.5,0.028175119202427386,0.13870827915041178,10239,32,38230,12965,38230,30,34955,11535,140,45
cocoon,chi2_50p,Traditional + Designite + Fowler,0.00429000429000429,0.027027027027027032,0.04,0.2,0.0077030812324929985,0.047619047619047616,0.5100341685649202,0.5794988610478361,0.025254813137032844,0.07474518686296716,10239,32,38230,12965,38230,30,13080,4415,80,25
cocoon,chi2_50p,Traditional + Fowler,0.000641025641025641,0.00641025641025641,0.02,0.2,0.0012422360248447205,0.012422360248447204,0.4952512155591572,0.5371961102106969,0.03333333333333333,0.12832929782082325,10239,32,38230,12965,38230,30,18605,6195,145,25
cocoon,f_classif_20,Designite,0.009589840899138813,0.009615384615384616,0.5555555555555555,0.5555555555555556,0.018854216629517816,0.01890359168241966,0.6654192051058891,0.6657238178125907,0.2255743389683572,0.2280017338534893,10239,32,38230,12965,38230,30,34955,11535,140,45
